Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1086,Exit long,2025-07-03 09:00,L-TP1,23039,3,137964,270,0.20,270,0.20,-34.5,-0.03,73435.5,7.34
1086,Entry long,2025-07-03 08:50,ORB Long A+ (3c) S:105 H:30 T1:Round T2:Round,22994,3,137964,270,0.20,270,0.20,-34.5,-0.03,73435.5,7.34
1087,Exit long,2025-07-08 11:35,L-TP1,22892,3,137682,-330,-0.24,94.5,0.07,-330,-0.24,73105.5,7.31
1087,Entry long,2025-07-08 11:20,ORB Long A (3c) S:89 H:25 T1:CTF S&R T2:Weekly High,22947,3,137682,-330,-0.24,94.5,0.07,-330,-0.24,73105.5,7.31
1088,Exit long,2025-07-09 09:30,L-TP1,23030,3,138513,-333,-0.24,154.5,0.11,-333,-0.24,72772.5,7.28
1088,Entry long,2025-07-09 08:45,ORB Long A (3c) S:89 H:30 T1:Round T2:Round,23085.5,3,138513,-333,-0.24,154.5,0.11,-333,-0.24,72772.5,7.28
1089,Exit short,2025-07-10 09:00,S-TP1,22932,2,91974,246,0.27,246,0.27,-68,-0.07,73018.5,7.30
1089,Entry short,2025-07-10 08:45,ORB Short B (2c) S:73 H:0 T1:CTF S&R T2:PDL,22993.5,2,91974,246,0.27,246,0.27,-68,-0.07,73018.5,7.30
1090,Exit long,2025-07-11 12:05,L-TP1,23021.5,3,137784,345,0.25,345,0.25,-331.5,-0.24,73363.5,7.34
1090,Entry long,2025-07-11 08:55,ORB Long A (3c) S:89 H:30 T1:FVG T2:CTF S&R (2x)+Round,22964,3,137784,345,0.25,345,0.25,-331.5,-0.24,73363.5,7.34
1091,Exit long,2025-07-14 11:55,L-TP1,23038,2,91968,184,0.20,184,0.20,-29,-0.03,73547.5,7.35
1091,Entry long,2025-07-14 09:55,ORB Long B (2c) S:75 H:25 T1:PDH T2:Weekly High,22992,2,91968,184,0.20,184,0.20,-29,-0.03,73547.5,7.35
1092,Exit short,2025-07-15 10:20,S-TP1,23162,2,92398,-250,-0.27,1,0.00,-250,-0.27,73297.5,7.33
1092,Entry short,2025-07-15 09:55,ORB Short C (2c) S:61 H:0 T1:FVG T2:CTF S&R (2x),23099.5,2,92398,-250,-0.27,1,0.00,-250,-0.27,73297.5,7.33
1093,Exit short,2025-07-15 12:55,S-TP1,23162.75,2,92394,-257,-0.28,48,0.05,-257,-0.28,73040.5,7.30
1093,Entry short,2025-07-15 11:55,ORB Short B (2c) S:78 H:0 T1:Round T2:CTF S&R (2x),23098.5,2,92394,-257,-0.28,48,0.05,-257,-0.28,73040.5,7.30
1094,Exit long,2025-07-17 09:45,L-TP1,23185,4,185088,392,0.21,392,0.21,-172,-0.09,73432.5,7.34
1094,Entry long,2025-07-17 08:45,ORB Long B+ (4c) S:84 H:30 T1:Round T2:CTF S&R,23136,4,185088,392,0.21,392,0.21,-172,-0.09,73432.5,7.34
1095,Exit long,2025-07-21 15:55,EOD Close,23346.75,3,140271,-190.5,-0.14,279,0.20,-301.5,-0.21,73242,7.32
1095,Entry long,2025-07-21 08:45,ORB Long A (3c) S:89 H:30 T1:Round T2:Round,23378.5,3,140271,-190.5,-0.14,279,0.20,-301.5,-0.21,73242,7.32
1096,Exit long,2025-07-23 15:00,L-TP1,23332.75,4,186164,498,0.27,498,0.27,-40,-0.02,73740,7.37
1096,Entry long,2025-07-23 13:00,ORB Long A (4c) S:94 H:30 T1:CTF S&R (2x) T2:PDH,23270.5,4,186164,498,0.27,498,0.27,-40,-0.02,73740,7.37
1097,Exit long,2025-07-24 15:55,EOD Close,23395,4,187292,-132,-0.07,108,0.06,-358,-0.19,73608,7.36
1097,Entry long,2025-07-24 12:10,ORB Long A (4c) S:94 H:30 T1:Round T2:Round,23411.5,4,187292,-132,-0.07,108,0.06,-358,-0.19,73608,7.36
1098,Exit long,2025-07-25 10:30,L-TP1,23427,4,187072,344,0.18,344,0.18,-90,-0.05,73952,7.40
1098,Entry long,2025-07-25 08:45,ORB Long B+ (4c) S:82 H:30 T1:CTF S&R T2:Round,23384,4,187072,344,0.18,344,0.18,-90,-0.05,73952,7.40
1099,Exit long,2025-07-30 13:00,L-TP1,23557.25,4,188124,334,0.18,334,0.18,-324,-0.17,74286,7.43
1099,Entry long,2025-07-30 09:20,ORB Long A+ (4c) S:98 H:30 T1:FVG T2:PDH,23515.5,4,188124,334,0.18,334,0.18,-324,-0.17,74286,7.43
1100,Exit long,2025-08-04 12:15,L-TP1,23285,4,185734,546,0.29,546,0.29,-234,-0.13,74832,7.48
1100,Entry long,2025-08-04 08:45,ORB Long A+ (4c) S:100 H:25 T1:Round T2:PDH,23216.75,4,185734,546,0.29,546,0.29,-234,-0.13,74832,7.48
1101,Exit long,2025-08-05 09:00,L-TP1,23331.5,4,187052,-400,-0.21,90,0.05,-400,-0.21,74432,7.44
1101,Entry long,2025-08-05 08:45,ORB Long B+ (4c) S:84 H:30 T1:Round T2:CTF S&R,23381.5,4,187052,-400,-0.21,90,0.05,-400,-0.21,74432,7.44
1102,Exit long,2025-08-06 09:05,L-TP1,23285,2,92917,223,0.24,223,0.24,-133,-0.14,74655,7.47
1102,Entry long,2025-08-06 08:50,ORB Long B (2c) S:77 H:25 T1:Round T2:PDH,23229.25,2,92917,223,0.24,223,0.24,-133,-0.14,74655,7.47
1103,Exit long,2025-08-06 10:25,L-TP1,23328,2,92982,330,0.35,330,0.35,-77,-0.08,74985,7.50
1103,Entry long,2025-08-06 09:35,ORB Long C+ (2c) S:65 H:25 T1:CTF S&R T2:PDH,23245.5,2,92982,330,0.35,330,0.35,-77,-0.08,74985,7.50
1104,Exit long,2025-08-07 09:10,L-TP1,23589.75,3,141927,-388.5,-0.27,100.5,0.07,-388.5,-0.27,74596.5,7.46
1104,Entry long,2025-08-07 08:55,ORB Long B+ (3c) S:84 H:30 T1:Round T2:Weekly High,23654.5,3,141927,-388.5,-0.27,100.5,0.07,-388.5,-0.27,74596.5,7.46
1105,Exit long,2025-08-08 09:25,L-TP1,23685,3,141771,339,0.24,339,0.24,-94.5,-0.07,74935.5,7.49
1105,Entry long,2025-08-08 08:45,ORB Long A+ (3c) S:103 H:30 T1:Round T2:CTF S&R,23628.5,3,141771,339,0.24,339,0.24,-94.5,-0.07,74935.5,7.49
1106,Exit long,2025-08-11 13:00,L-TP1,23680.5,3,142470,-387,-0.27,357,0.25,-387,-0.27,74548.5,7.45
1106,Entry long,2025-08-11 08:55,ORB Long A (3c) S:91 H:30 T1:HTF S&R (48x) T2:Round,23745,3,142470,-387,-0.27,357,0.25,-387,-0.27,74548.5,7.45
1107,Exit long,2025-08-12 11:30,L-TP1,23885,3,142860,450,0.31,450,0.31,0,0.00,74998.5,7.50
1107,Entry long,2025-08-12 10:05,ORB Long B+ (3c) S:80 H:30 T1:Round T2:Round,23810,3,142860,450,0.31,450,0.31,0,0.00,74998.5,7.50
1108,Exit long,2025-08-14 09:40,L-TP1,23985,3,143584.5,325.5,0.23,325.5,0.23,-198,-0.14,75324,7.53
1108,Entry long,2025-08-14 08:45,ORB Long A (3c) S:91 H:30 T1:Round T2:PDH,23930.75,3,143584.5,325.5,0.23,325.5,0.23,-198,-0.14,75324,7.53
1109,Exit long,2025-08-14 11:10,L-TP1,23870,3,143553,-333,-0.23,102,0.07,-333,-0.23,74991,7.50
1109,Entry long,2025-08-14 10:50,ORB Long B+ (3c) S:80 H:30 T1:FVG T2:PDH,23925.5,3,143553,-333,-0.23,102,0.07,-333,-0.23,74991,7.50
1110,Exit long,2025-08-14 15:00,L-TP1,23886.75,3,143650.5,-330,-0.23,228,0.16,-330,-0.23,74661,7.47
1110,Entry long,2025-08-14 11:50,ORB Long B+ (3c) S:80 H:30 T1:Round T2:PDH,23941.75,3,143650.5,-330,-0.23,228,0.16,-330,-0.23,74661,7.47
1111,Exit long,2025-08-25 09:35,L-TP1,23566.25,3,141117,280.5,0.20,280.5,0.20,-90,-0.06,74941.5,7.49
1111,Entry long,2025-08-25 08:55,ORB Long A (3c) S:89 H:30 T1:FVG T2:PDH+Round,23519.5,3,141117,280.5,0.20,280.5,0.20,-90,-0.06,74941.5,7.49
1112,Exit long,2025-08-26 12:50,L-TP1,23483.5,2,94162,-228,-0.24,63,0.07,-228,-0.24,74713.5,7.47
1112,Entry long,2025-08-26 09:20,ORB Long C+ (2c) S:68 H:30 T1:Round T2:CTF S&R+Round,23540.5,2,94162,-228,-0.24,63,0.07,-228,-0.24,74713.5,7.47
1113,Exit long,2025-08-27 09:35,L-TP1,23610,2,94266,174,0.18,174,0.18,-4,0.00,74887.5,7.49
1113,Entry long,2025-08-27 09:10,ORB Long C+ (2c) S:68 H:30 T1:CTF S&R (2x) T2:CTF S&R+Round,23566.5,2,94266,174,0.18,174,0.18,-4,0.00,74887.5,7.49
1114,Exit long,2025-08-28 15:55,EOD Close,23761.25,4,190036,54,0.03,394,0.21,-258,-0.14,74941.5,7.49
1114,Entry long,2025-08-28 11:25,ORB Long B+ (4c) S:80 H:30 T1:HTF S&R (48x) T2:Weekly High,23754.5,4,190036,54,0.03,394,0.21,-258,-0.14,74941.5,7.49
1115,Exit short,2025-08-29 09:05,S-TP1,23465,2,94173,313,0.33,313,0.33,-130,-0.14,75254.5,7.53
1115,Entry short,2025-08-29 08:45,ORB Short B (2c) S:73 H:0 T1:Round T2:CTF S&R,23543.25,2,94173,313,0.33,313,0.33,-130,-0.14,75254.5,7.53
1116,Exit short,2025-09-03 14:55,S-TP1,23442.25,2,93461,-308,-0.33,188,0.20,-308,-0.33,74946.5,7.49
1116,Entry short,2025-09-03 12:55,ORB Short B+ (2c) S:80 H:30 T1:FVG T2:FVG,23365.25,2,93461,-308,-0.33,188,0.20,-308,-0.33,74946.5,7.49
1117,Exit short,2025-09-05 09:15,S-TP1,23715,1,47591.5,161.5,0.34,161.5,0.34,-14.5,-0.03,75108,7.51
1117,Entry short,2025-09-05 09:05,ORB Short C+ (1c) S:68 H:0 T1:Round T2:CTF S&R,23795.75,1,47591.5,161.5,0.34,161.5,0.34,-14.5,-0.03,75108,7.51
1118,Exit long,2025-09-08 11:35,L-TP1,23799.25,4,190794,-400,-0.21,310,0.16,-400,-0.21,74708,7.47
1118,Entry long,2025-09-08 08:45,ORB Long A (4c) S:89 H:30 T1:Round T2:Round,23849.25,4,190794,-400,-0.21,310,0.16,-400,-0.21,74708,7.47
1119,Exit long,2025-09-11 15:55,EOD Close,24006.5,4,192032,20,0.01,358,0.19,-74,-0.04,74728,7.47
1119,Entry long,2025-09-11 09:55,ORB Long B+ (4c) S:80 H:30 T1:HTF S&R (48x) T2:Round,24004,4,192032,20,0.01,358,0.19,-74,-0.04,74728,7.47
1120,Exit long,2025-09-12 13:30,L-TP1,24135,4,192572,508,0.26,508,0.26,-56,-0.03,75236,7.52
1120,Entry long,2025-09-12 09:20,ORB Long A (4c) S:91 H:30 T1:Round T2:Round,24071.5,4,192572,508,0.26,508,0.26,-56,-0.03,75236,7.52
1121,Exit long,2025-09-15 10:55,L-TP1,24285,4,193828,452,0.23,452,0.23,-60,-0.03,75688,7.57
1121,Entry long,2025-09-15 08:45,ORB Long A (4c) S:91 H:30 T1:Round T2:Round,24228.5,4,193828,452,0.23,452,0.23,-60,-0.03,75688,7.57
1122,Exit long,2025-09-18 09:25,L-TP1,24785,4,197778,502,0.25,502,0.25,-12,-0.01,76190,7.62
1122,Entry long,2025-09-18 09:00,ORB Long A (4c) S:89 H:30 T1:Round T2:Round,24722.25,4,197778,502,0.25,502,0.25,-12,-0.01,76190,7.62
1123,Exit long,2025-09-19 09:45,L-TP1,24739.75,3,148761,-322.5,-0.22,135,0.09,-322.5,-0.22,75867.5,7.59
1123,Entry long,2025-09-19 08:45,ORB Long A (3c) S:89 H:30 T1:Round T2:Round,24793.5,3,148761,-322.5,-0.22,135,0.09,-322.5,-0.22,75867.5,7.59
1124,Exit long,2025-09-19 14:15,L-TP1,24838.75,4,198362,348,0.18,348,0.18,-46,-0.02,76215.5,7.62
1124,Entry long,2025-09-19 11:00,ORB Long B+ (4c) S:80 H:30 T1:Round T2:Round,24795.25,4,198362,348,0.18,348,0.18,-46,-0.02,76215.5,7.62
1125,Exit short,2025-09-23 12:25,S-TP1,24879.75,2,99761,242,0.24,242,0.24,-139,-0.14,76457.5,7.65
1125,Entry short,2025-09-23 08:55,ORB Short B (2c) S:73 H:0 T1:FVG T2:PDL,24940.25,2,99761,242,0.24,242,0.24,-139,-0.14,76457.5,7.65
1126,Exit long,2025-09-25 09:45,L-TP1,24654,3,147636,288,0.20,288,0.20,-49.5,-0.03,76745.5,7.67
1126,Entry long,2025-09-25 09:15,ORB Long B (3c) S:79 H:25 T1:FVG T2:CTF S&R+Round,24606,3,147636,288,0.20,288,0.20,-49.5,-0.03,76745.5,7.67
1127,Exit long,2025-09-29 10:10,L-TP1,24893.5,3,149683.5,-322.5,-0.22,166.5,0.11,-322.5,-0.22,76423,7.64
1127,Entry long,2025-09-29 08:45,ORB Long B+ (3c) S:82 H:30 T1:CTF S&R T2:Round,24947.25,3,149683.5,-322.5,-0.22,166.5,0.11,-322.5,-0.22,76423,7.64
1128,Exit long,2025-09-30 10:20,L-TP1,24789,3,149055,-321,-0.22,129,0.09,-321,-0.22,76102,7.61
1128,Entry long,2025-09-30 09:55,ORB Long B (3c) S:77 H:30 T1:Round T2:Weekly High,24842.5,3,149055,-321,-0.22,129,0.09,-321,-0.22,76102,7.61
1129,Exit long,2025-10-01 09:35,L-TP1,24898.5,4,198862,326,0.16,326,0.16,-28,-0.01,76428,7.64
1129,Entry long,2025-10-01 09:15,ORB Long A (4c) S:91 H:30 T1:CTF S&R (2x) T2:HTF S&R (5x),24857.75,4,198862,326,0.16,326,0.16,-28,-0.01,76428,7.64
1130,Exit long,2025-10-06 15:15,L-TP1,25174.75,4,201798,-400,-0.20,226,0.11,-400,-0.20,76028,7.60
1130,Entry long,2025-10-06 12:20,ORB Long A+ (4c) S:108 H:30 T1:Round T2:Round,25224.75,4,201798,-400,-0.20,226,0.11,-400,-0.20,76028,7.60
1131,Exit long,2025-10-08 09:10,L-TP1,25224,4,201290,502,0.25,502,0.25,-148,-0.07,76530,7.65
1131,Entry long,2025-10-08 08:45,ORB Long A+ (4c) S:98 H:25 T1:FVG T2:PDH,25161.25,4,201290,502,0.25,502,0.25,-148,-0.07,76530,7.65
1132,Exit short,2025-10-09 12:15,S-TP1,25186.5,2,101007,261,0.26,261,0.26,-92,-0.09,76791,7.68
1132,Entry short,2025-10-09 09:25,ORB Short C (2c) S:61 H:0 T1:FVG T2:CTF S&R,25251.75,2,101007,261,0.26,261,0.26,-92,-0.09,76791,7.68
1133,Exit long,2025-10-13 09:20,L-TP1,24835.25,3,149329.5,-318,-0.21,153,0.10,-318,-0.21,76473,7.65
1133,Entry long,2025-10-13 08:55,ORB Long B (3c) S:79 H:25 T1:CTF S&R T2:HTF S&R (48x),24888.25,3,149329.5,-318,-0.21,153,0.10,-318,-0.21,76473,7.65
1134,Exit long,2025-10-13 09:50,L-TP1,24795.75,2,99412,-229,-0.23,142,0.14,-229,-0.23,76244,7.62
1134,Entry long,2025-10-13 09:30,ORB Long B (2c) S:72 H:25 T1:FVG T2:HTF S&R (48x),24853,2,99412,-229,-0.23,142,0.14,-229,-0.23,76244,7.62
1135,Exit long,2025-10-13 11:20,L-TP1,24930,2,99462,258,0.26,258,0.26,-54,-0.05,76502,7.65
1135,Entry long,2025-10-13 10:15,ORB Long B (2c) S:75 H:25 T1:CTF S&R T2:HTF S&R (48x),24865.5,2,99462,258,0.26,258,0.26,-54,-0.05,76502,7.65
1136,Exit long,2025-10-15 09:05,L-TP1,25079.5,3,150085.5,391.5,0.26,391.5,0.26,-6,0.00,76893.5,7.69
1136,Entry long,2025-10-15 08:55,ORB Long A (3c) S:89 H:30 T1:CTF S&R T2:Round,25014.25,3,150085.5,391.5,0.26,391.5,0.26,-6,0.00,76893.5,7.69
1137,Exit short,2025-10-15 11:00,S-TP1,24965.25,2,99618,-243,-0.24,16,0.02,-243,-0.24,76650.5,7.67
1137,Entry short,2025-10-15 10:50,ORB Short C (2c) S:64 H:0 T1:FVG T2:CTF S&R,24904.5,2,99618,-243,-0.24,16,0.02,-243,-0.24,76650.5,7.67
1138,Exit long,2025-10-16 10:25,L-TP1,25045.25,2,100438,-257,-0.26,281,0.28,-257,-0.26,76393.5,7.64
1138,Entry long,2025-10-16 09:30,ORB Long B (2c) S:70 H:30 T1:Round T2:Round,25109.5,2,100438,-257,-0.26,281,0.28,-257,-0.26,76393.5,7.64
1139,Exit long,2025-10-20 10:45,L-TP1,25335,2,100922,418,0.41,418,0.41,-114,-0.11,76811.5,7.68
1139,Entry long,2025-10-20 08:50,ORB Long A (2c) S:89 H:30 T1:Round T2:HTF S&R (36x),25230.5,2,100922,418,0.41,418,0.41,-114,-0.11,76811.5,7.68
1140,Exit long,2025-10-21 15:00,L-TP1,25241,3,151851,-405,-0.27,234,0.15,-405,-0.27,76406.5,7.64
1140,Entry long,2025-10-21 10:45,ORB Long B+ (3c) S:80 H:30 T1:HTF S&R (36x) T2:Round,25308.5,3,151851,-405,-0.27,234,0.15,-405,-0.27,76406.5,7.64
1141,Exit long,2025-10-22 09:10,L-TP1,25210.75,3,151684.5,-420,-0.28,10.5,0.01,-420,-0.28,75986.5,7.60
1141,Entry long,2025-10-22 08:50,ORB Long A+ (3c) S:105 H:30 T1:CTF S&R T2:HTF S&R (36x),25280.75,3,151684.5,-420,-0.28,10.5,0.01,-420,-0.28,75986.5,7.60
1142,Exit short,2025-10-22 09:45,S-TP1,25060.75,2,100501,258,0.26,258,0.26,-68,-0.07,76244.5,7.62
1142,Entry short,2025-10-22 09:25,ORB Short B (2c) S:73 H:0 T1:Round T2:CTF S&R,25125.25,2,100501,258,0.26,258,0.26,-68,-0.07,76244.5,7.62
1143,Exit short,2025-10-22 10:20,S-TP1,25065,2,100638,378,0.38,378,0.38,-4,0.00,76622.5,7.66
1143,Entry short,2025-10-22 10:05,ORB Short C (2c) S:61 H:0 T1:Round T2:CTF S&R,25159.5,2,100638,378,0.38,378,0.38,-4,0.00,76622.5,7.66
1144,Exit long,2025-10-23 11:50,L-TP1,25235,3,150823.5,586.5,0.39,586.5,0.39,-321,-0.21,77209,7.72
1144,Entry long,2025-10-23 08:45,ORB Long A+ (3c) S:100 H:25 T1:Round T2:Round,25137.25,3,150823.5,586.5,0.39,586.5,0.39,-321,-0.21,77209,7.72
1145,Exit long,2025-10-24 09:50,L-TP1,25462.25,3,153193.5,-420,-0.27,52.5,0.03,-420,-0.27,76789,7.68
1145,Entry long,2025-10-24 09:05,ORB Long A (3c) S:91 H:30 T1:Round T2:Round,25532.25,3,153193.5,-420,-0.27,52.5,0.03,-420,-0.27,76789,7.68
1146,Exit long,2025-10-24 15:55,EOD Close,25510.25,3,153237,-175.5,-0.11,177,0.12,-252,-0.16,76613.5,7.66
1146,Entry long,2025-10-24 10:20,ORB Long A (3c) S:94 H:30 T1:Round T2:Round,25539.5,3,153237,-175.5,-0.11,177,0.12,-252,-0.16,76613.5,7.66
1147,Exit long,2025-10-27 13:20,L-TP1,25935,3,155197.5,412.5,0.27,412.5,0.27,-265.5,-0.17,77026,7.70
1147,Entry long,2025-10-27 09:00,ORB Long A (3c) S:89 H:30 T1:Round T2:Round,25866.25,3,155197.5,412.5,0.27,412.5,0.27,-265.5,-0.17,77026,7.70
1148,Exit long,2025-10-28 13:25,L-TP1,26185,3,156654,456,0.29,456,0.29,-109.5,-0.07,77482,7.75
1148,Entry long,2025-10-28 11:30,ORB Long A (3c) S:87 H:30 T1:Round T2:Round,26109,3,156654,456,0.29,456,0.29,-109.5,-0.07,77482,7.75
1149,Exit long,2025-11-05 08:55,L-TP1,25685,2,102434,306,0.30,306,0.30,-33,-0.03,77788,7.78
1149,Entry long,2025-11-05 08:45,ORB Long B+ (2c) S:84 H:25 T1:Round T2:Round,25608.5,2,102434,306,0.30,306,0.30,-33,-0.03,77788,7.78
1150,Exit long,2025-11-10 09:50,L-TP1,25558.25,2,102560,-327,-0.32,106,0.10,-327,-0.32,77461,7.75
1150,Entry long,2025-11-10 09:00,ORB Long A+ (2c) S:105 H:30 T1:CTF S&R T2:CTF S&R,25640,2,102560,-327,-0.32,106,0.10,-327,-0.32,77461,7.75
1151,Exit short,2025-11-10 11:40,S-TP1,25605.5,1,51047,-164,-0.32,142.5,0.28,-164,-0.32,77297,7.73
1151,Entry short,2025-11-10 09:55,ORB Short C (1c) S:61 H:0 T1:FVG T2:FVG,25523.5,1,51047,-164,-0.32,142.5,0.28,-164,-0.32,77297,7.73
1152,Exit long,2025-11-10 14:10,L-TP1,25728,2,102562,350,0.34,350,0.34,-48,-0.05,77647,7.76
1152,Entry long,2025-11-10 12:00,ORB Long A (2c) S:94 H:30 T1:CTF S&R T2:CTF S&R,25640.5,2,102562,350,0.34,350,0.34,-48,-0.05,77647,7.76
1153,Exit long,2025-11-11 15:55,EOD Close,25659.25,2,102630,7,0.01,153,0.15,-201,-0.20,77654,7.77
1153,Entry long,2025-11-11 12:15,ORB Long B (2c) S:73 H:30 T1:FVG T2:CTF S&R,25657.5,2,102630,7,0.01,153,0.15,-201,-0.20,77654,7.77
1154,Exit long,2025-11-17 09:00,L-TP1,25140.5,1,50437.5,-156.5,-0.31,72,0.14,-156.5,-0.31,77497.5,7.75
1154,Entry long,2025-11-17 08:45,ORB Long C (1c) S:61 H:0 T1:FVG+Round T2:HTF S&R (36x),25218.75,1,50437.5,-156.5,-0.31,72,0.14,-156.5,-0.31,77497.5,7.75
1155,Exit short,2025-11-18 09:00,S-TP1,24515,2,98494,434,0.44,434,0.44,-83,-0.08,77931.5,7.79
1155,Entry short,2025-11-18 08:45,ORB Short A+ (2c) S:103 H:30 T1:Round T2:2R ORB,24623.5,2,98494,434,0.44,434,0.44,-83,-0.08,77931.5,7.79
1156,Exit short,2025-11-18 10:45,S-TP1,24696,4,197168,-400,-0.20,138,0.07,-400,-0.20,77531.5,7.75
1156,Entry short,2025-11-18 10:30,ORB Short A (4c) S:94 H:30 T1:FVG T2:FVG,24646,4,197168,-400,-0.20,138,0.07,-400,-0.20,77531.5,7.75
1157,Exit short,2025-11-18 11:10,S-TP1,24591.5,3,147870,321,0.22,321,0.22,-289.5,-0.20,77852.5,7.79
1157,Entry short,2025-11-18 10:45,ORB Short A (3c) S:94 H:30 T1:FVG T2:FVG,24645,3,147870,321,0.22,321,0.22,-289.5,-0.20,77852.5,7.79
1158,Exit short,2025-11-19 12:10,S-TP1,24672,2,98287,-401,-0.41,255,0.26,-401,-0.41,77451.5,7.75
1158,Entry short,2025-11-19 11:30,ORB Short B (2c) S:75 H:25 T1:Round T2:PDL,24571.75,2,98287,-401,-0.41,255,0.26,-401,-0.41,77451.5,7.75
1159,Exit short,2025-11-20 10:15,S-TP1,24965,1,50197.5,267.5,0.53,267.5,0.53,-27.5,-0.05,77719,7.77
1159,Entry short,2025-11-20 10:00,ORB Short C (1c) S:61 H:25 T1:Round T2:Round,25098.75,1,50197.5,267.5,0.53,267.5,0.53,-27.5,-0.05,77719,7.77
1160,Exit long,2025-11-21 08:55,L-TP1,24183.25,1,48562,-195.5,-0.40,6,0.01,-195.5,-0.40,77523.5,7.75
1160,Entry long,2025-11-21 08:50,ORB Long C (1c) S:61 H:0 T1:Round T2:Round,24281,1,48562,-195.5,-0.40,6,0.01,-195.5,-0.40,77523.5,7.75
1161,Exit short,2025-11-21 09:20,S-TP1,24034.75,2,96558,419,0.43,419,0.43,-339,-0.35,77942.5,7.79
1161,Entry short,2025-11-21 09:00,ORB Short A (2c) S:91 H:30 T1:FVG T2:2R ORB,24139.5,2,96558,419,0.43,419,0.43,-339,-0.35,77942.5,7.79
1162,Exit short,2025-11-25 09:30,S-TP1,24818,1,49376,-260,-0.53,49,0.10,-260,-0.53,77682.5,7.77
1162,Entry short,2025-11-25 09:00,ORB Short A+ (1c) S:98 H:25 T1:Round T2:2R ORB,24688,1,49376,-260,-0.53,49,0.10,-260,-0.53,77682.5,7.77
1163,Exit long,2025-11-28 12:10,EOD Close,25484.75,2,101738,201,0.20,263,0.26,-268,-0.26,77883.5,7.79
1163,Entry long,2025-11-28 10:05,ORB Long B+ (2c) S:80 H:30 T1:Round T2:Round,25434.5,2,101738,201,0.20,263,0.26,-268,-0.26,77883.5,7.79
1164,Exit long,2025-12-01 10:45,L-TP1,25435,2,101385,355,0.35,355,0.35,-320,-0.32,78238.5,7.82
1164,Entry long,2025-12-01 08:50,ORB Long A (2c) S:89 H:30 T1:Round T2:Weekly High+Round,25346.25,2,101385,355,0.35,355,0.35,-320,-0.32,78238.5,7.82
1165,Exit long,2025-12-02 09:30,L-TP1,25537.75,2,102540,-389,-0.38,77,0.08,-389,-0.38,77849.5,7.78
1165,Entry long,2025-12-02 09:00,ORB Long A (2c) S:89 H:30 T1:Round T2:Round,25635,2,102540,-389,-0.38,77,0.08,-389,-0.38,77849.5,7.78
1166,Exit long,2025-12-02 10:10,L-TP1,25527,2,102488,-380,-0.37,192,0.19,-380,-0.37,77469.5,7.75
1166,Entry long,2025-12-02 09:40,ORB Long B (2c) S:77 H:30 T1:Round T2:Round,25622,2,102488,-380,-0.37,192,0.19,-380,-0.37,77469.5,7.75
1167,Exit long,2025-12-03 13:50,L-TP1,25663.5,2,102287,367,0.36,367,0.36,-295,-0.29,77836.5,7.78
1167,Entry long,2025-12-03 09:00,ORB Long A+ (2c) S:103 H:30 T1:CTF S&R T2:Round,25571.75,2,102287,367,0.36,367,0.36,-295,-0.29,77836.5,7.78
1168,Exit long,2025-12-05 10:15,L-TP1,25690,2,103179,-419,-0.41,292,0.28,-419,-0.41,77417.5,7.74
1168,Entry long,2025-12-05 08:50,ORB Long A+ (2c) S:103 H:30 T1:Round T2:2R ORB,25794.75,2,103179,-419,-0.41,292,0.28,-419,-0.41,77417.5,7.74
1169,Exit long,2025-12-09 15:55,EOD Close,25676.5,2,102628,78,0.08,326,0.32,-86,-0.08,77495.5,7.75
1169,Entry long,2025-12-09 09:25,ORB Long B (2c) S:72 H:25 T1:CTF S&R T2:CTF S&R,25657,2,102628,78,0.08,326,0.32,-86,-0.08,77495.5,7.75
1170,Exit long,2025-12-10 12:25,L-TP1,25615,3,154006.5,-316.5,-0.21,85.5,0.06,-316.5,-0.21,77179,7.72
1170,Entry long,2025-12-10 11:50,ORB Long B (3c) S:75 H:25 T1:CTF S&R (2x) T2:Weekly High,25667.75,3,154006.5,-316.5,-0.21,85.5,0.06,-316.5,-0.21,77179,7.72
1171,Exit long,2025-12-11 15:10,L-TP1,25739.75,2,102654,305,0.30,305,0.30,-134,-0.13,77484,7.75
1171,Entry long,2025-12-11 12:35,ORB Long A (2c) S:89 H:25 T1:Round T2:CTF S&R,25663.5,2,102654,305,0.30,305,0.30,-134,-0.13,77484,7.75
1172,Exit long,2025-12-23 15:55,EOD Close,25811.5,2,102958,288,0.28,331,0.32,-46,-0.04,77772,7.78
1172,Entry long,2025-12-23 10:00,ORB Long B (2c) S:73 H:30 T1:Round T2:HTF S&R (48x),25739.5,2,102958,288,0.28,331,0.32,-46,-0.04,77772,7.78
1173,Exit long,2025-12-24 10:45,L-TP1,25885,3,154966.5,343.5,0.22,343.5,0.22,-142.5,-0.09,78115.5,7.81
1173,Entry long,2025-12-24 09:10,ORB Long B (3c) S:70 H:30 T1:Round T2:Round,25827.75,3,154966.5,343.5,0.22,343.5,0.22,-142.5,-0.09,78115.5,7.81
1174,Exit long,2025-12-30 10:20,L-TP1,25790,2,102945,215,0.21,215,0.21,-232,-0.23,78330.5,7.83
